Ind,Code,First_name,Last_name,Position,Shoots,Draft_year,Draft_round,Height,Weight,DOB,Age,Country,Place,Year,Team,Games,Goals,Assists,Points,PM,Pen,G_ev,G_pp,G_sh,Gwg,A_ev,A_pp,A_sh,S,SA,TOI,TOI_avg,FOW,FOL,HIT,BLK,TKY,GWY,PDO,OZS,DZS,OPS,DPS,Salary,Cap_hit,P/60,P1/60,GS/60,CF,CA,CF%,Rel CF%,GF,GA,xGF,xGA,xGF%,Rel xGF%,iPENT,iPEND,iSh%,ixGF,ixGF/60,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC,GP,G,A,P,P1,GS,C+/-,G+/-,GF%,xG+/-,iP+/-,iCF,iCF/60
6339,oshietj01,T.J.,Oshie,C,R,2005,1.024,180,195,1986-12-23,31.75250715,US,Other,2014,STL,79,21,39,60,19,42,14,5,2,5,28,10,1,152,272,1118.1,18.59,28,38,77,54,62,21,101.9,49.1,50.9,4.8,2.6,4175000.0,4175000.0,2.09,1.61,2.69,1065,894,54.36,1.67,54,32,41.7,34.48,54.74,0.67,16,26,12.04,11.38,0.61,48.7,28.98,31.39,53.72,29.97,50.12,79.0,13,26,39,30,50.07,171,22,62.79,7.22,10,197,10.57
6340,oshietj01,T.J.,Oshie,C,R,2005,1.024,180,195,1986-12-23,31.75250715,US,Other,2015,STL,72,19,36,55,17,51,16,3,0,4,26,10,0,162,289,1071.23,18.5,3,10,99,39,48,31,101.8,45.3,54.7,4.5,2.2,4175000.0,4175000.0,2.3,1.85,2.5,1043,959,52.1,0.46,57,42,45.56,37.42,54.9,2.76,21,20,11.72,12.95,0.73,45.37,29.64,31.08,51.7,29.71,50.16,72.0,15,26,41,33,44.65,84,15,57.58,8.14,-1,227,12.71
6341,oshietj01,T.J.,Oshie,C,R,2005,1.024,180,195,1986-12-23,31.75250715,US,Other,2016,WSH,80,26,25,51,16,34,15,11,0,5,19,6,0,185,320,1117.0,18.58,138,124,134,62,62,42,102.4,50.4,49.6,4.4,2.3,4175000.0,4175000.0,1.67,1.13,2.1,1071,1031,50.95,0.01,49,31,39.61,35.68,52.61,0.93,10,16,9.09,11,0.59,50.57,28.36,32.13,53.3,29.79,49.89,80.0,12,19,31,21,39.17,40,18,61.25,3.93,6,227,12.19
6342,oshietj01,T.J.,Oshie,C,R,2005,1.024,180,195,1986-12-23,31.75250715,US,Other,2017,WSH,68,33,23,56,28,36,25,7,1,4,15,6,2,143,250,920.88,17.51,87,93,95,50,49,33,104.9,53.0,47.0,6.4,2.3,4175000.0,4175000.0,2.35,2.08,2.7,889,828,51.78,0.27,53,29,40.09,34.67,53.62,2.76,12,16,25.81,11.31,0.74,54.07,27.5,30.92,51.87,29.77,50.0,68.0,24,12,36,32,41.42,61,24,64.63,5.42,4,168,10.95
6343,oshietj01,T.J.,Oshie,C,R,2005,1.024,180,195,1986-12-23,31.75250715,US,Other,2018,WSH,74,18,29,47,2,31,9,9,0,3,20,9,0,127,240,1016.65,18.25,101,110,124,54,51,39,100.6,49.3,50.7,2.9,1.5,5750000.0,5750000.0,1.59,1.24,1.78,953,947,50.16,2.89,43,34,41.24,41.13,50.07,5.29,10,16,10.71,8.33,0.49,48.84,27.94,30.41,48.33,29.34,50.08,74.0,9,18,27,21,30.23,6,9,55.84,0.11,6,168,9.91
6344,oystrna01,Nathan,Oystrick,D,L,2002,7.1979999999999995,183,210,1982-12-17,35.76901682,CA,Other,2009,ATL,53,4,8,12,-2,50,4,0,0,0,6,2,0,43,102,748.42,15.45,0,0,91,54,20,24,99.5,46.2,53.8,0.7,1.1,,,0.72,0.56,0.81,642,647,49.81,4.63,31,32,29.16,30.45,48.92,4.24,14,9,9.76,2.29,0.18,46.12,30.64,27.5,46.24,28.87,49.38,53.0,4,5,9,7,10.12,-5,-1,49.21,-1.29,-5,92,7.38
6345,oystrna01,Nathan,Oystrick,D,L,2002,7.1979999999999995,183,210,1982-12-17,35.76901682,CA,Other,2010,ANA,3,0,0,0,-1,2,0,0,0,0,0,0,0,1,4,29.03,10.35,0,0,5,1,0,0,109.7,42.9,57.1,0.0,0.0,,,,,-1.24,20,30,40,1.9,2,3,0.95,1.46,39.42,-0.1,,,,0.03,0.06,42.86,20.16,25.86,46.28,27.62,49.68,3.0,,,,,-0.6,-10,-1,,-0.51,,3,6.2
6346,oystrna01,Nathan,Oystrick,D,L,2002,7.1979999999999995,183,210,1982-12-17,35.76901682,CA,Other,2011,STL,9,1,2,3,1,9,0,1,0,0,2,0,0,11,21,97.68,12.1,0,0,6,5,0,1,94.1,75.5,24.5,0.3,0.3,,,1.23,,2.63,110,57,65.87,15.37,5,4,4.4,2.23,66.37,14.9,3,1,,0.19,0.12,75.47,23.0,26.75,50.43,28.55,48.92,9.0,,2,2,,4.28,53,1,55.56,2.17,-2,16,9.83
6347,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2009,MTL,34,3,8,11,-3,27,2,1,0,0,6,2,0,57,95,375.88,12.37,1,1,44,19,16,16,99.8,50.2,49.8,0.3,0.3,875000.0,875000.0,1.28,1.28,1.37,343,382,47.31,1.26,14,15,13.14,15.24,46.3,2.56,9,13,4.26,3.84,0.61,50.23,24.01,30.04,48.33,29.28,49.79,34.0,2,6,8,8,8.56,-39,-1,48.28,-2.1,4,77,12.29
6348,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2010,MTL,52,3,11,14,-5,20,3,0,0,0,8,3,0,74,153,623.42,12.43,1,6,68,25,20,19,99.1,44.1,55.9,0.0,0.6,875000.0,875000.0,1.06,0.29,0.97,556,602,48.01,2.5,14,19,19.84,22.54,46.81,2.63,10,11,4.23,5.47,0.53,44.38,25.17,28.59,45.63,28.71,50.35,52.0,3,8,11,3,10.07,-46,-5,,-2.7,1,146,14.05
6349,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2011,MTL,37,14,10,24,-1,39,7,7,0,2,9,1,0,112,188,490.5,15.54,0,1,67,13,20,10,97.4,58.3,41.7,2.5,0.7,875000.0,875000.0,1.59,1.35,3.13,592,403,59.5,8.88,20,19,23.75,18.08,56.78,7.72,14,14,6.59,7.6,0.93,57.84,27.8,31.7,50.38,29.73,49.71,37.0,6,7,13,11,25.61,189,1,51.28,5.67,,153,18.72
6350,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2012,MTL,79,33,32,65,2,56,29,4,0,5,23,9,0,286,468,1163.32,18.16,1,4,104,39,33,36,100.2,49.8,50.2,7.1,1.9,1625000.0,1625000.0,2.32,2.06,2.95,1157,1093,51.42,5.06,57,52,46.3,45.97,50.18,3.92,12,20,11.02,17.76,0.92,48.72,30.62,30.79,46.84,29.67,49.79,79.0,26,19,45,40,57.27,64,5,52.29,0.33,8,375,19.34
6351,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2013,MTL,44,15,24,39,8,28,11,4,0,0,16,8,0,163,277,575.35,16.31,2,5,59,16,24,12,98.1,64.8,35.2,3.9,1.0,1625000.0,1625000.0,2.71,1.98,4.3,679,444,60.46,11.09,35,25,26.64,17.6,60.22,8.36,8,9,7.87,7.64,0.8,64.52,27.52,30.14,50.23,29.42,49.1,44.0,10,16,26,19,41.27,235,10,58.33,9.04,1,226,23.57
6352,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2014,MTL,73,39,21,60,8,35,28,10,1,11,14,7,0,270,464,1032.02,18.29,6,4,69,33,28,18,102.0,54.2,45.8,7.5,2.0,4500000.0,4500000.0,2.15,1.98,2.81,1035,966,51.72,7.32,50,39,45,39.52,53.24,6.67,10,18,12.5,17.25,1,54.44,29.11,31.22,46.07,29.4,49.96,73.0,24,13,37,34,48.27,69,11,56.18,5.48,8,351,20.41
6353,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2015,MTL,80,37,30,67,38,32,27,7,3,10,24,4,2,302,537,1186.47,19.24,2,7,106,38,43,43,104.9,59.4,40.6,7.5,3.4,4500000.0,4500000.0,2.23,1.77,2.9,1214,1144,51.48,4.52,58,29,52.23,44.77,53.85,7.6,12,10,10.04,19.21,0.97,59.1,29.65,30.84,48.24,29.66,49.85,80.0,24,20,44,35,57.38,70,29,66.67,7.46,-2,426,21.54
6354,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2016,MTL,82,30,34,64,-10,34,21,8,1,6,25,9,0,303,539,1118.48,18.32,6,7,102,37,35,33,97.7,56.3,43.7,6.2,1.3,4500000.0,4500000.0,2.09,1.66,3.06,1210,993,54.93,5.18,51,53,49.63,42.7,53.75,4.79,13,14,7.83,17.71,0.95,57.34,27.99,30.42,49.37,29.78,49.79,81.0,18,21,39,31,56.98,217,-2,49.04,6.93,1,391,20.97
6355,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2017,MTL,81,35,32,67,15,38,26,8,1,7,26,5,1,268,500,1220.32,19.11,27,23,63,35,44,47,101.1,58.1,41.9,6.9,2.4,4500000.0,4500000.0,2.31,1.87,3.11,1329,1086,55.03,3.76,58,40,55.84,45.68,55,3.72,15,13,10.91,19.94,0.98,57.48,29.88,30.88,51.71,29.67,49.93,81.0,24,23,47,38,63.26,243,18,59.18,10.16,-2,398,19.57
6356,pacioma01,Max,Pacioretty,LW,L,2007,1.022,188,206,1988-11-20,29.84144819,US,Other,2018,MTL,64,17,20,37,-16,30,10,6,1,4,11,9,0,212,391,863.97,19.01,7,13,118,27,24,40,95.6,58.3,41.7,2.3,0.9,4500000.0,4500000.0,1.04,0.83,1.77,921,806,53.33,3.16,32,43,37.89,35.96,51.31,-2.27,9,8,5.84,12.2,0.85,57.52,27.58,29.96,50.02,29.69,49.93,64.0,8,7,15,12,25.52,115,-11,42.67,1.93,-1,250,17.36
6357,paddoca01,Cam,Paddock,C,R,2002,5.1370000000000005,185,190,1983-03-22,35.50891569,CA,Other,2009,STL,16,2,1,3,-4,0,2,0,0,0,1,0,0,17,23,133.42,10.41,40,47,7,4,0,3,96.9,44.1,55.9,0.0,0.1,,,1.35,0.9,0.37,83,132,38.6,-9.88,3,6,2.97,5.2,36.35,-10.92,,2,12.5,1.05,0.47,44.12,18.9,27.97,45.58,27.47,49.69,16.0,2,1,3,2,0.83,-49,-3,33.33,-2.23,2,21,9.44
6358,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2009,CGY,60,1,9,10,3,69,1,0,0,0,9,0,0,38,94,813.12,15.0,0,0,76,44,19,26,99.4,57.1,42.9,0.1,2.0,500000.0,500000.0,0.66,0.3,1.27,826,644,56.19,0.44,35,32,34.09,27.33,55.5,1.88,24,11,2.86,1.81,0.13,57.25,29.9,28.5,54.93,28.73,49.12,59.0,1,8,9,4,17.23,182,3,52.24,6.76,-13,88,6.49
6359,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2010,CGY,57,2,7,9,-3,48,2,0,0,0,7,0,0,40,99,818.77,15.51,0,0,53,60,16,28,97.5,55.2,44.8,0.1,2.0,700000.0,700000.0,0.66,0.44,1.21,819,674,54.86,3.32,27,30,29.36,24.62,54.39,5.53,20,12,5.56,1.36,0.1,55.8,29.75,26.92,50.69,28.24,49.21,57.0,2,7,9,6,16.5,145,-3,,4.74,-8,94,6.89
6360,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2011,CGY,30,1,6,7,3,24,1,0,0,0,5,1,0,36,81,413.08,14.41,0,0,42,44,8,16,98.7,58.8,41.2,0.4,1.1,700000.0,700000.0,0.87,0.58,1.88,429,338,55.93,4.47,21,18,15.28,11.58,56.89,2.31,8,4,2.94,1.29,0.19,59.33,28.41,26.44,51.65,28.09,48.21,30.0,1,5,6,4,12.95,91,3,53.85,3.7,-4,76,11.04
6361,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2012,DAL,36,0,3,3,-5,16,0,0,0,0,3,0,0,29,56,556.47,16.28,0,0,39,49,9,9,98.5,51.3,48.7,-0.4,0.8,2000000.0,2000000.0,0.22,,0.38,508,522,49.32,-2.24,20,26,17.46,21.5,44.82,-5.08,6,6,,0.77,0.08,51.46,31.31,27.81,49.77,28.48,49.73,36.0,,2,2,,3.55,-14,-6,43.48,-4.04,,54,5.82
6362,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2013,BUF,17,0,4,4,4,14,0,0,0,0,4,0,0,6,17,258.35,16.3,0,0,24,16,3,13,105.4,45.7,54.3,0.1,0.9,2000000.0,2000000.0,0.93,0.23,0.33,185,230,44.58,1.1,11,7,7.17,8.84,44.78,5.63,6,3,,0.25,0.06,45.74,30.34,26.74,44.46,28.9,50.94,17.0,,4,4,1,1.4,-45,4,61.11,-1.67,-3,17,3.95
6363,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2014,WPG,60,0,6,6,4,38,0,0,0,0,6,0,0,47,100,799.83,14.25,0,0,77,55,15,31,100.2,58.4,41.6,-0.4,2.1,600000.0,600000.0,0.45,0.15,1,732,637,53.47,3.65,30,26,32.91,26.69,55.22,4.58,17,8,,2.18,0.16,58.79,27.38,26.93,47.66,28.03,49.37,60.0,,6,6,2,13.35,95,4,53.57,6.22,-9,99,7.43
6364,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2015,WPG,55,0,9,9,9,40,0,0,0,0,8,0,1,29,81,672.98,15.01,0,0,75,61,10,37,101.4,54.9,45.1,0.0,2.4,700000.0,700000.0,0.71,0.36,1.02,578,544,51.52,-1.46,27,21,26.08,24.39,51.67,-2.03,10,11,,1.23,0.11,55.81,26.12,26.13,50.96,27.82,49.02,55.0,,8,8,4,11.4,34,6,56.25,1.69,1,76,6.78
6365,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2016,TOT,23,0,4,4,-7,14,0,0,0,0,3,0,1,22,43,306.82,15.53,0,0,32,32,6,14,94.9,56.4,43.6,0.0,0.2,1000000.0,1000000.0,0.59,0.59,0.51,274,287,48.84,-3.44,7,16,14.56,12.3,54.21,3.32,6,5,,1.34,0.26,56.98,27.93,28.22,50.01,28.38,48.79,23.0,,3,3,3,2.62,-13,-9,30.43,2.26,-1,42,8.21
6366,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2016,WPG,14,0,1,1,-3,8,0,0,0,0,0,0,1,10,21,306.82,13.06,0,0,20,10,2,5,95.4,60.0,40.0,-0.1,0.1,1000000.0,1000000.0,0.59,0.59,0.51,274,287,48.84,-3.44,7,16,14.56,12.3,54.21,3.32,6,5,,1.34,0.26,56.98,27.93,28.22,50.01,28.38,48.79,23.0,,3,3,3,2.62,-13,-9,30.43,2.26,-1,42,8.21
6367,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2016,EDM,9,0,3,3,-4,6,0,0,0,0,3,0,0,12,22,306.82,20.13,0,0,12,22,4,9,94.4,53.5,46.5,0.1,0.1,1000000.0,1000000.0,0.59,0.59,0.51,274,287,48.84,-3.44,7,16,14.56,12.3,54.21,3.32,6,5,,1.34,0.26,56.98,27.93,28.22,50.01,28.38,48.79,23.0,,3,3,3,2.62,-13,-9,30.43,2.26,-1,42,8.21
6368,pardyad01,Adam,Pardy,D,L,2004,6.172999999999999,193,227,1984-03-29,34.48767657,CA,Other,2017,NSH,4,0,0,0,-1,6,0,0,0,0,0,0,0,4,6,43.53,11.0,0,0,3,3,1,0,96.0,54.2,45.8,-0.1,0.0,575000.0,575000.0,,,-0.69,37,47,44.05,-9.61,1,2,1.26,2.05,38.07,-15.24,2,,,0.13,0.18,56.52,21.89,25.37,51.08,27.77,50.58,4.0,,,,,-0.5,-10,-1,33.33,-0.79,-2,6,8.27
6369,pelecma01,Matt,Pelech,RW,R,2005,1.026,193,230,1987-09-04,31.0543414,CA,Other,2009,CGY,5,0,3,3,1,9,0,0,0,0,3,0,0,4,12,61.18,13.16,0,0,5,3,0,0,101.4,69.2,30.8,0.2,0.2,850000.0,850000.0,1.96,,2.86,75,46,61.98,4.43,4,3,2.61,2.86,47.71,-9.09,3,2,,0.09,0.09,69.23,27.4,27.42,55.47,28.11,46.11,5.0,,2,2,,2.92,29,1,57.14,-0.25,-1,10,9.81
6370,pelecma01,Matt,Pelech,RW,R,2005,1.026,193,230,1987-09-04,31.0543414,CA,Other,2013,SJS,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,17.98,9.03,0,0,6,0,0,0,100.0,50.0,50.0,0.0,0.0,577500.0,577500.0,,,-3.5,2,20,9.09,-45.17,,,0.07,0.75,8.54,-52.25,2,2,,,,50,19.04,26.96,49.24,26.23,47.8,2.0,,,,,-1.05,-18,,,-0.68,,,
6371,pelecma01,Matt,Pelech,RW,R,2005,1.026,193,230,1987-09-04,31.0543414,CA,Other,2014,SJS,6,1,0,1,1,22,1,0,0,1,0,0,0,3,5,23.03,3.56,0,0,7,1,1,0,111.1,27.3,72.7,0.2,0.1,550000.0,550000.0,2.61,2.61,2.55,18,19,48.65,-7.81,1,,0.64,0.33,65.98,-2.73,3,2,33.33,0.45,1.17,27.27,9.25,27.9,52.28,27.29,49.6,6.0,1,,1,1,0.98,-1,1,100,0.31,-1,5,13.03
6372,peltide01,Derek,Peltier,D,L,2004,6.184,180,195,1985-03-14,33.52940937,US,Other,2009,COL,11,0,0,0,-4,2,0,0,0,0,0,0,0,7,10,133.75,13.15,0,0,2,13,1,4,94.0,62.5,37.5,-0.2,0.1,,,,,-0.01,115,123,48.32,2.36,3,7,4.12,5.12,44.59,0.79,1,,,0.26,0.12,62.5,25.07,25.8,48.71,27.55,48.04,11.0,,,,,-0.02,-8,-4,30,-1.0,-1,10,4.49
6373,peltide01,Derek,Peltier,D,L,2004,6.184,180,195,1985-03-14,33.52940937,US,Other,2010,COL,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25.9,9.0,0,0,1,4,0,1,102.5,63.2,36.8,0.0,0.1,,,,,-0.51,21,31,40.38,-1.24,1,1,1.22,1.08,53.04,11.03,,,,0.02,0.05,63.16,18.77,28.19,44.15,27.32,50.12,3.0,,,,,-0.22,-10,,,0.14,,3,6.95
6374,pesonja01,Janne,Pesonen,LW,L,2004,9.269,180,180,1982-05-11,36.371357,FI,Other,2009,PIT,7,0,0,0,-3,0,0,0,0,0,0,0,0,3,6,49.63,7.27,0,3,3,1,0,0,83.3,50.0,50.0,-0.2,-0.1,,,,,-1.37,26,46,36.11,-6.77,,3,0.99,1.31,43.04,0.89,,1,,0.09,0.11,50,16.0,27.58,47.36,28.54,50.37,7.0,,,,,-1.13,-20,-3,,-0.32,1,5,6.04
6375,peterwa01,Warren,Peters,C,L,1998,2.0340000000000003,183,195,1982-07-10,36.20708264,CA,Other,2009,CGY,16,1,0,1,-2,12,1,0,0,0,0,0,0,13,25,102.47,7.05,40,29,27,4,4,1,91.9,60.0,40.0,-0.1,0.0,,,0.59,0.59,1.56,85,59,59.03,4.6,2,4,2.26,2.08,52.07,-1.18,4,2,8.33,0.57,0.33,60,14.21,26.26,54.9,27.64,49.31,16.0,1,,1,1,2.66,26,-2,33.33,0.18,-2,24,14.05
6376,peterwa01,Warren,Peters,C,L,1998,2.0340000000000003,183,195,1982-07-10,36.20708264,CA,Other,2010,DAL,11,1,0,1,1,2,1,0,0,0,0,0,0,8,17,70.87,7.13,39,41,27,4,4,1,107.0,16.7,83.3,0.0,0.1,,,0.85,0.85,0.08,42,69,37.84,-8.87,2,1,1.04,2.55,28.97,-22.9,1,,14.29,0.41,0.35,16.67,13.45,26.83,47.09,28.62,48.05,11.0,1,,1,1,0.1,-27,1,,-1.51,-1,15,12.7
6377,peterwa01,Warren,Peters,C,L,1998,2.0340000000000003,183,195,1982-07-10,36.20708264,CA,Other,2011,MIN,11,1,0,1,-2,4,1,0,0,0,0,0,0,11,19,94.6,8.43,49,30,24,7,1,1,98.0,28.8,71.2,-0.1,0.0,,,0.63,0.63,0.35,72,94,43.37,-3.93,2,4,2.67,4.18,38.98,-5.14,2,1,9.09,0.82,0.52,28.3,18.33,29.16,45.15,28.03,48.24,11.0,1,,1,1,0.55,-22,-2,33.33,-1.51,-1,19,12.05
6378,peterwa01,Warren,Peters,C,L,1998,2.0340000000000003,183,195,1982-07-10,36.20708264,CA,Other,2012,MIN,58,1,4,5,-15,54,1,0,0,0,4,0,0,54,108,524.78,10.35,255,210,70,34,24,9,95.4,35.6,64.4,-1.1,0.2,,,0.57,0.34,-0.24,387,549,41.35,-5.47,6,21,13.15,19.3,40.52,-7.66,16,11,2,3.94,0.45,35.94,18.7,26.95,43.79,27.63,49.7,58.0,1,4,5,3,-2.1,-162,-15,22.22,-6.15,-5,101,11.55
6379,petiori01,Richard,Petiot,D,L,2001,4.1160000000000005,190,215,1982-08-20,36.09482849,CA,Other,2009,TBL,11,0,3,3,5,21,0,0,0,0,3,0,0,10,26,188.1,20.37,0,0,30,14,2,8,105.2,52.1,47.9,0.0,0.8,,,0.64,0.32,1,161,139,53.67,10.94,8,3,5.87,4.98,54.1,11.6,6,2,,0.41,0.13,53.76,36.77,26.94,47.23,29.17,49.95,11.0,,2,2,1,3.12,22,5,72.73,0.89,-4,24,7.66
6380,petiori01,Richard,Petiot,D,L,2001,4.1160000000000005,190,215,1982-08-20,36.09482849,CA,Other,2011,EDM,2,0,0,0,1,2,0,0,0,0,0,0,0,1,2,24.07,13.05,0,0,3,4,2,1,111.1,38.5,61.5,0.0,0.1,,,,,-0.95,18,31,36.73,-8.12,1,,0.65,1.08,37.57,-14.51,2,1,,0.01,0.02,38.46,25.5,28.47,46.78,29.32,49.34,2.0,,,,,-0.38,-13,1,100,-0.43,-1,2,4.99
6381,petruja01,Jakub,Petruzalek,C,R,2004,9.266,178,176,1985-04-24,33.41715547,CS,Other,2009,CAR,2,0,1,1,1,0,0,0,0,0,1,0,0,0,2,14.62,8.05,4,3,1,0,2,0,120.0,66.7,33.3,0.1,0.1,,,4.1,4.1,3.73,10,11,47.62,4.06,1,,0.16,0.33,32.65,-17.22,,,,,,66.67,14.89,27.48,51.85,29.0,51.39,2.0,,1,1,1,0.91,-1,1,100,-0.17,,2,8.21
6382,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2009,STL,8,0,1,1,0,2,0,0,0,0,0,1,0,7,19,110.9,16.31,0,0,3,2,6,3,101.5,56.1,43.9,-0.1,0.3,875000.0,875000.0,,,0.69,108,95,53.2,9.58,7,7,5.06,5.11,49.75,9.23,,,,0.24,0.13,56.14,29.45,28.3,47.66,29.04,48.97,8.0,,,,,1.27,13,,50,-0.05,,12,6.49
6383,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2010,STL,9,1,1,2,-9,6,1,0,0,0,0,1,0,7,25,117.17,16.34,0,0,4,7,3,1,87.6,56.5,43.5,0.2,-0.4,845833.0,845833.0,0.51,0.51,0.04,110,117,48.46,-2.48,2,10,4.22,6.16,40.66,-9.76,2,1,14.29,0.21,0.11,53.85,28.99,27.57,50.31,28.35,49.56,9.0,1,,1,1,0.08,-7,-8,,-1.94,-1,16,8.19
6384,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2011,STL,79,11,32,43,18,19,7,4,0,1,21,10,1,161,352,1317.28,22.0,0,0,57,121,40,36,100.1,56.6,43.4,4.0,4.9,816667.0,816667.0,1.23,0.73,2.04,1294,1091,54.26,3,70,52,51.19,43.39,54.12,3.66,6,11,5.93,5.22,0.24,55.63,34.05,28.39,50.44,29.33,49.91,79.0,7,20,27,16,44.8,203,18,57.38,7.8,5,245,11.16
6385,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2012,STL,81,12,39,51,16,36,6,6,0,6,20,18,1,202,443,1480.87,24.44,0,0,90,133,47,37,100.9,53.0,47.0,4.8,6.4,816667.0,816667.0,0.85,0.57,1.75,1490,1218,55.02,3.22,50,36,62.78,49.65,55.84,1.95,6,6,3.45,6.72,0.27,53.22,37.24,28.18,50.87,29.78,50.0,81.0,5,16,21,14,43.17,272,14,58.14,13.13,,331,13.41
6386,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2013,STL,47,5,19,24,0,10,3,2,0,0,14,4,1,93,221,876.07,25.07,0,0,24,101,26,27,99.4,51.2,48.8,1.8,3.1,816667.0,816667.0,1.16,0.62,1.66,795,731,52.1,0.02,40,36,30.67,30.86,49.85,-0.78,3,8,4.29,3.37,0.23,51.43,37.95,28.5,51.33,29.57,50.1,47.0,3,14,17,9,24.25,64,4,52.63,-0.19,5,156,10.68
6387,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2014,STL,81,8,43,51,20,32,6,2,0,1,26,16,1,164,391,1524.7,25.22,0,0,24,164,37,34,101.6,52.3,47.7,4.0,6.3,6500000.0,6500000.0,1.18,0.75,1.97,1545,1287,54.56,2.5,76,51,63.61,50.75,55.62,2.81,9,8,5.04,6.04,0.24,52.31,38.51,29.15,50.96,29.9,50.1,81.0,6,24,30,19,50.02,258,25,59.84,12.86,-1,315,12.4
6388,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2015,STL,81,7,39,46,-2,28,6,1,0,2,28,11,0,195,365,1575.87,25.25,0,0,70,161,33,38,99.6,48.4,51.6,3.3,4.2,6500000.0,6500000.0,1.14,0.49,1.41,1444,1411,50.58,-2.16,62,61,57.33,60.07,48.83,-6.99,11,16,4.11,6.99,0.27,49,38.93,28.31,52.47,29.65,50.1,81.0,6,24,30,13,37.1,33,1,50.41,-2.74,5,285,10.85
6389,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2016,STL,73,7,30,37,10,20,6,1,0,1,25,4,1,182,319,1477.23,26.18,0,0,48,136,41,39,100.9,46.9,53.1,2.6,5.3,6500000.0,6500000.0,1.1,0.85,1.61,1425,1343,51.48,-1.11,58,42,64.71,56.72,53.29,1.31,6,12,4.14,6.96,0.28,47.11,40.47,28.54,51.12,29.67,49.69,73.0,6,21,27,21,39.73,82,16,58,7.99,6,258,10.48
6390,pietral01,Alex,Pietrangelo,D,R,2008,1.004,190,210,1990-01-18,28.68057657,CA,Other,2017,STL,80,14,34,48,3,24,8,6,0,4,21,13,0,181,335,1549.2,25.17,0,1,38,158,53,27,100.2,43.1,56.9,4.4,4.8,6500000.0,6500000.0,0.93,0.66,1.33,1419,1390,50.52,0.24,70,65,57.72,56.47,50.55,0.34,8,5,4.51,5.24,0.2,43.24,39.2,28.86,49.13,29.55,50.1,80.0,6,18,24,17,34.41,29,5,51.85,1.25,-3,262,10.15
